window,market,code,name,cat,strategy,priceChange,return,maxDrawdown,sharpe,tradeCount,ok,err
W1,A,600036,"招商银行",A大盘,trend2,3.91,-5.11,4.00,-0.52,4,true,
W1,A,516770,"游戏ETF华泰柏瑞",收藏夹,trend6,7.22,-18.49,8.70,-1.92,6,true,
W1,A,600519,"贵州茅台",A大盘,trend3,-17.99,-8.53,8.98,-1.52,4,true,
W2,A,520700,"港股通创新药ETF万家",收藏夹,trend,65.94,21.29,23.90,1.36,16,true,
W1,A,600036,"招商银行",A大盘,trend3,3.91,11.41,0.00,1.37,2,true,
W2,A,520700,"港股通创新药ETF万家",收藏夹,trend2,65.94,4.61,0.00,0.72,2,true,
W2,A,516770,"游戏ETF华泰柏瑞",收藏夹,trend,42.91,12.03,8.98,1.21,14,true,
W1,A,600519,"贵州茅台",A大盘,trend5,-17.99,-6.36,6.81,-1.16,4,true,
W2,A,516770,"游戏ETF华泰柏瑞",收藏夹,trend2,42.91,-12.55,5.79,-1.89,16,true,
W1,A,600036,"招商银行",A大盘,trend5,3.91,1.32,1.09,0.25,6,true,
W2,A,520700,"港股通创新药ETF万家",收藏夹,trend3,65.94,40.33,12.70,2.12,4,true,
W1,A,600036,"招商银行",A大盘,trend6,3.91,1.32,1.09,0.25,6,true,
W1,A,600519,"贵州茅台",A大盘,trend6,-17.99,-4.95,5.73,-0.90,4,true,
W2,A,516770,"游戏ETF华泰柏瑞",收藏夹,trend3,42.91,34.47,0.00,2.63,2,true,
W2,A,600519,"贵州茅台",A大盘,trend,-6.11,-1.85,2.59,-0.43,8,true,
W2,A,520700,"港股通创新药ETF万家",收藏夹,trend5,65.94,37.77,12.70,2.01,4,true,
W2,A,600036,"招商银行",A大盘,trend,-2.16,3.61,6.75,0.77,12,true,
W2,A,520700,"港股通创新药ETF万家",收藏夹,trend6,65.94,14.04,17.10,0.99,8,true,
W2,A,516770,"游戏ETF华泰柏瑞",收藏夹,trend5,42.91,21.40,0.15,2.20,4,true,
W2,A,600519,"贵州茅台",A大盘,trend2,-6.11,-1.52,0.82,-0.60,6,true,
W2,A,516770,"游戏ETF华泰柏瑞",收藏夹,trend6,42.91,12.61,1.27,1.49,6,true,
W2,A,600036,"招商银行",A大盘,trend2,-2.16,-1.80,1.80,-1.42,2,true,
W3,A,520700,"港股通创新药ETF万家",收藏夹,trend,-16.48,0.00,0.00,0.00,0,true,
W2,A,600036,"招商银行",A大盘,trend3,-2.16,1.96,0.00,0.48,2,true,
W2,A,600519,"贵州茅台",A大盘,trend3,-6.11,-2.54,1.81,-0.49,4,true,
W3,A,516770,"游戏ETF华泰柏瑞",收藏夹,trend,-16.70,3.12,16.62,0.48,4,true,
W2,A,600519,"贵州茅台",A大盘,trend5,-6.11,-3.60,3.24,-1.01,4,true,
W3,A,520700,"港股通创新药ETF万家",收藏夹,trend2,-16.48,4.96,2.26,0.99,4,true,
W2,A,600036,"招商银行",A大盘,trend5,-2.16,0.54,0.00,0.16,2,true,
W3,A,520700,"港股通创新药ETF万家",收藏夹,trend3,-16.48,0.00,0.00,0.00,0,true,
W3,A,516770,"游戏ETF华泰柏瑞",收藏夹,trend2,-16.70,-7.17,5.45,-2.69,4,true,
W2,A,600519,"贵州茅台",A大盘,trend6,-6.11,-2.61,2.25,-0.74,4,true,
W3,A,516770,"游戏ETF华泰柏瑞",收藏夹,trend3,-16.70,0.95,0.00,0.21,2,true,
W2,A,600036,"招商银行",A大盘,trend6,-2.16,4.00,0.00,0.95,2,true,
W3,A,520700,"港股通创新药ETF万家",收藏夹,trend5,-16.48,0.00,0.00,0.00,0,true,
W3,A,600519,"贵州茅台",A大盘,trend,3.36,-0.49,1.27,-0.09,4,true,
W3,A,516770,"游戏ETF华泰柏瑞",收藏夹,trend5,-16.70,0.00,0.00,0.00,0,true,
W3,A,600036,"招商银行",A大盘,trend,1.59,-2.37,1.30,-1.27,12,true,
W3,A,520700,"港股通创新药ETF万家",收藏夹,trend6,-16.48,0.00,0.00,0.00,0,true,
W3,A,600519,"贵州茅台",A大盘,trend2,3.36,2.68,1.25,0.67,10,true,
W3,A,516770,"游戏ETF华泰柏瑞",收藏夹,trend6,-16.70,0.00,0.00,0.00,0,true,
W3,A,600036,"招商银行",A大盘,trend2,1.59,-0.82,1.88,-0.37,10,true,
W4,A,520700,"港股通创新药ETF万家",收藏夹,trend,-26.73,-2.02,3.30,-0.57,4,true,
W3,A,600036,"招商银行",A大盘,trend3,1.59,-3.67,3.67,-1.04,2,true,
W3,A,600519,"贵州茅台",A大盘,trend3,3.36,0.00,0.00,0.00,0,true,
W4,A,516770,"游戏ETF华泰柏瑞",收藏夹,trend,-38.45,-7.27,7.27,-2.19,2,true,
W3,A,600519,"贵州茅台",A大盘,trend5,3.36,0.00,0.00,0.00,0,true,
W4,A,520700,"港股通创新药ETF万家",收藏夹,trend2,-26.73,4.05,2.26,0.86,4,true,
W3,A,600036,"招商银行",A大盘,trend5,1.59,-4.12,4.12,-1.88,2,true,
W4,A,520700,"港股通创新药ETF万家",收藏夹,trend3,-26.73,0.00,0.00,0.00,0,true,
W4,A,516770,"游戏ETF华泰柏瑞",收藏夹,trend2,-38.45,-6.75,4.91,-2.47,4,true,
W3,A,600519,"贵州茅台",A大盘,trend6,3.36,0.00,0.00,0.00,0,true,
W4,A,516770,"游戏ETF华泰柏瑞",收藏夹,trend3,-38.45,0.00,0.00,0.00,0,true,
W3,A,600036,"招商银行",A大盘,trend6,1.59,-0.97,0.97,-2.00,2,true,
W4,A,520700,"港股通创新药ETF万家",收藏夹,trend5,-26.73,0.00,0.00,0.00,0,true,
W4,A,600036,"招商银行",A大盘,trend,-7.28,-3.23,1.30,-2.38,6,true,
W4,A,600519,"贵州茅台",A大盘,trend,-14.84,-6.07,4.86,-1.45,8,true,
W4,A,516770,"游戏ETF华泰柏瑞",收藏夹,trend5,-38.45,0.00,0.00,0.00,0,true,
W4,A,600519,"贵州茅台",A大盘,trend2,-14.84,5.45,0.00,1.45,2,true,
W4,A,520700,"港股通创新药ETF万家",收藏夹,trend6,-26.73,0.00,0.00,0.00,0,true,
W4,A,600036,"招商银行",A大盘,trend2,-7.28,0.11,1.88,0.08,10,true,
W1,A,600900,"长江电力",A大盘,trend,-12.64,-4.49,1.67,-2.34,10,true,
W4,A,516770,"游戏ETF华泰柏瑞",收藏夹,trend6,-38.45,0.00,0.00,0.00,0,true,
W4,A,600519,"贵州茅台",A大盘,trend3,-14.84,0.00,0.00,0.00,0,true,
W1,A,600276,"恒瑞医药",A大盘,trend,-10.03,-6.00,10.45,-0.60,12,true,
W4,A,600036,"招商银行",A大盘,trend3,-7.28,0.00,0.00,0.00,0,true,
W1,A,600900,"长江电力",A大盘,trend2,-12.64,-0.45,0.86,-0.48,4,true,
W4,A,600036,"招商银行",A大盘,trend5,-7.28,0.00,0.00,0.00,0,true,
W4,A,600519,"贵州茅台",A大盘,trend5,-14.84,0.00,0.00,0.00,0,true,
W1,A,600276,"恒瑞医药",A大盘,trend2,-10.03,-23.02,12.28,-3.32,14,true,
W4,A,600519,"贵州茅台",A大盘,trend6,-14.84,0.00,0.00,0.00,0,true,
W1,A,600900,"长江电力",A大盘,trend3,-12.64,-4.08,4.08,-1.60,2,true,
W4,A,600036,"招商银行",A大盘,trend6,-7.28,0.00,0.00,0.00,0,true,
W1,A,600900,"长江电力",A大盘,trend5,-12.64,-3.77,3.77,-1.47,2,true,
W1,A,600276,"恒瑞医药",A大盘,trend3,-10.03,-13.71,12.28,-1.66,6,true,
W1,A,000858,"五粮液",A大盘,trend,-26.05,-18.92,12.88,-1.92,10,true,
W1,A,600276,"恒瑞医药",A大盘,trend5,-10.03,-10.79,8.15,-1.51,6,true,
W1,A,000333,"美的集团",A大盘,trend,-10.39,-8.05,5.50,-0.84,10,true,
W1,A,600900,"长江电力",A大盘,trend6,-12.64,-2.01,2.01,-1.08,2,true,
W1,A,000333,"美的集团",A大盘,trend2,-10.39,-3.35,6.49,-0.39,4,true,
W1,A,000858,"五粮液",A大盘,trend2,-26.05,-15.82,12.88,-1.99,8,true,
W1,A,600276,"恒瑞医药",A大盘,trend6,-10.03,-6.23,7.79,-0.90,6,true,
W1,A,000858,"五粮液",A大盘,trend3,-26.05,-11.27,11.27,-3.12,2,true,
W2,A,600900,"长江电力",A大盘,trend,0.49,3.45,6.05,0.74,14,true,
W1,A,000333,"美的集团",A大盘,trend3,-10.39,-20.47,11.51,-2.38,6,true,
W2,A,600900,"长江电力",A大盘,trend2,0.49,-1.08,1.08,-1.42,2,true,
W2,A,600276,"恒瑞医药",A大盘,trend,46.21,-9.11,7.68,-0.75,24,true,
W1,A,000858,"五粮液",A大盘,trend5,-26.05,-8.39,8.39,-2.88,2,true,
W2,A,600276,"恒瑞医药",A大盘,trend2,46.21,-12.46,11.50,-1.34,12,true,
W1,A,000858,"五粮液",A大盘,trend6,-26.05,-8.39,8.39,-2.88,2,true,
W1,A,000333,"美的集团",A大盘,trend5,-10.39,-13.11,9.33,-1.76,4,true,
W2,A,600900,"长江电力",A大盘,trend3,0.49,1.19,0.00,0.32,2,true,
W2,A,000858,"五粮液",A大盘,trend,-5.40,-9.44,3.23,-3.39,8,true,
W1,A,000333,"美的集团",A大盘,trend6,-10.39,-13.11,9.33,-1.76,4,true,
W2,A,600276,"恒瑞医药",A大盘,trend3,46.21,38.81,0.00,2.11,2,true,
W2,A,000333,"美的集团",A大盘,trend,-2.65,0.67,0.65,0.23,10,true,
W2,A,600900,"长江电力",A大盘,trend5,0.49,0.32,0.00,0.12,2,true,
W2,A,000858,"五粮液",A大盘,trend2,-5.40,3.71,0.57,1.30,4,true,
W2,A,600900,"长江电力",A大盘,trend6,0.49,-3.07,2.71,-0.83,6,true,
W2,A,600276,"恒瑞医药",A大盘,trend5,46.21,31.18,6.03,1.83,4,true,
W2,A,000333,"美的集团",A大盘,trend2,-2.65,2.48,6.07,1.10,8,true,
W2,A,600276,"恒瑞医药",A大盘,trend6,46.21,-4.08,6.21,-0.27,12,true,
W2,A,000858,"五粮液",A大盘,trend3,-5.40,-2.66,2.66,-0.53,2,true,
W3,A,600900,"长江电力",A大盘,trend,-0.44,0.57,1.35,0.43,6,true,
W2,A,000858,"五粮液",A大盘,trend5,-5.40,-3.50,3.50,-1.91,2,true,
W2,A,000333,"美的集团",A大盘,trend3,-2.65,-8.93,4.51,-1.49,6,true,
W3,A,600276,"恒瑞医药",A大盘,trend,-19.38,-1.07,1.07,-0.79,2,true,
W2,A,000333,"美的集团",A大盘,trend5,-2.65,-8.39,3.91,-1.83,6,true,
W3,A,600900,"长江电力",A大盘,trend2,-0.44,0.20,1.10,0.21,4,true,
W2,A,000858,"五粮液",A大盘,trend6,-5.40,-3.50,3.50,-1.91,2,true,
W3,A,600900,"长江电力",A大盘,trend3,-0.44,-2.16,2.16,-1.14,2,true,
W3,A,600276,"恒瑞医药",A大盘,trend2,-19.38,-3.19,2.07,-1.83,6,true,
W2,A,000333,"美的集团",A大盘,trend6,-2.65,-5.59,2.32,-1.37,6,true,
W3,A,600276,"恒瑞医药",A大盘,trend3,-19.38,0.00,0.00,0.00,0,true,
W3,A,000858,"五粮液",A大盘,trend,-12.18,0.00,0.00,0.00,0,true,
W3,A,600900,"长江电力",A大盘,trend5,-0.44,-2.39,2.39,-2.91,2,true,
W3,A,000858,"五粮液",A大盘,trend2,-12.18,-3.86,1.92,-2.04,12,true,
W3,A,000333,"美的集团",A大盘,trend,6.93,3.33,5.56,0.79,10,true,
W3,A,600276,"恒瑞医药",A大盘,trend5,-19.38,0.00,0.00,0.00,0,true,
W3,A,000333,"美的集团",A大盘,trend2,6.93,0.72,0.00,0.67,2,true,
W3,A,600900,"长江电力",A大盘,trend6,-0.44,-0.99,0.99,-2.10,2,true,
W3,A,000858,"五粮液",A大盘,trend3,-12.18,0.00,0.00,0.00,0,true,
W4,A,600900,"长江电力",A大盘,trend,-2.13,-1.65,2.11,-0.58,12,true,
W3,A,600276,"恒瑞医药",A大盘,trend6,-19.38,0.00,0.00,0.00,0,true,
W3,A,000333,"美的集团",A大盘,trend3,6.93,4.81,0.00,1.14,2,true,
W4,A,600276,"恒瑞医药",A大盘,trend,-24.46,-8.24,3.93,-3.19,6,true,
W3,A,000858,"五粮液",A大盘,trend5,-12.18,0.00,0.00,0.00,0,true,
W4,A,600900,"长江电力",A大盘,trend2,-2.13,-0.97,0.52,-1.82,4,true,
W3,A,000858,"五粮液",A大盘,trend6,-12.18,0.00,0.00,0.00,0,true,
W3,A,000333,"美的集团",A大盘,trend5,6.93,1.86,0.00,0.42,2,true,
W4,A,600276,"恒瑞医药",A大盘,trend2,-24.46,-5.46,2.35,-2.78,8,true,
W3,A,000333,"美的集团",A大盘,trend6,6.93,6.00,0.00,1.51,2,true,
W4,A,600900,"长江电力",A大盘,trend3,-2.13,-1.17,1.17,-0.33,2,true,
W4,A,000858,"五粮液",A大盘,trend,-30.41,0.00,0.00,0.00,0,true,
W4,A,600900,"长江电力",A大盘,trend5,-2.13,-3.05,2.42,-1.20,4,true,
W4,A,600276,"恒瑞医药",A大盘,trend3,-24.46,0.00,0.00,0.00,0,true,
W4,A,000333,"美的集团",A大盘,trend,0.13,-4.00,4.87,-0.91,14,true,
W4,A,600276,"恒瑞医药",A大盘,trend5,-24.46,0.00,0.00,0.00,0,true,
W4,A,000858,"五粮液",A大盘,trend2,-30.41,-4.51,1.92,-2.11,8,true,
W4,A,600900,"长江电力",A大盘,trend6,-2.13,-2.21,1.57,-1.02,4,true,
W4,A,000858,"五粮液",A大盘,trend3,-30.41,0.00,0.00,0.00,0,true,
W4,A,000333,"美的集团",A大盘,trend2,0.13,-1.88,1.62,-2.17,4,true,
W4,A,600276,"恒瑞医药",A大盘,trend6,-24.46,0.00,0.00,0.00,0,true,
W4,A,000333,"美的集团",A大盘,trend3,0.13,-1.85,1.85,-0.33,2,true,
W1,A,600887,"伊利股份",A大盘,trend,-13.25,-4.27,10.13,-0.63,14,true,
W4,A,000858,"五粮液",A大盘,trend5,-30.41,0.00,0.00,0.00,0,true,
W1,A,600887,"伊利股份",A大盘,trend2,-13.25,-9.37,4.48,-3.37,8,true,
W1,A,300750,"宁德时代",A大盘,trend,-16.19,-25.58,20.05,-2.23,10,true,
W4,A,000333,"美的集团",A大盘,trend5,0.13,-2.52,2.32,-0.62,4,true,
W1,A,300750,"宁德时代",A大盘,trend2,-16.19,-18.63,20.25,-1.53,6,true,
W4,A,000858,"五粮液",A大盘,trend6,-30.41,0.00,0.00,0.00,0,true,
W1,A,600887,"伊利股份",A大盘,trend3,-13.25,-2.80,2.80,-0.33,2,true,
W1,A,002594,"比亚迪",A大盘,trend,8.22,13.41,26.76,1.09,8,true,
W4,A,000333,"美的集团",A大盘,trend6,0.13,-2.52,2.32,-0.62,4,true,
W1,A,300750,"宁德时代",A大盘,trend3,-16.19,-24.21,15.42,-1.71,6,true,
W1,A,600030,"中信证券",A大盘,trend,-11.29,-15.42,11.92,-1.33,10,true,
W1,A,600887,"伊利股份",A大盘,trend5,-13.25,-6.47,6.15,-1.15,4,true,
W1,A,002594,"比亚迪",A大盘,trend2,8.22,-6.61,11.62,-0.56,10,true,
W1,A,600887,"伊利股份",A大盘,trend6,-13.25,-2.76,2.42,-0.47,4,true,
W1,A,300750,"宁德时代",A大盘,trend5,-16.19,-24.48,15.42,-2.03,6,true,
W1,A,600030,"中信证券",A大盘,trend2,-11.29,-15.40,12.23,-2.25,8,true,
W1,A,300750,"宁德时代",A大盘,trend6,-16.19,-20.23,15.42,-1.69,6,true,
W1,A,002594,"比亚迪",A大盘,trend3,8.22,-6.32,11.62,-0.38,4,true,
W2,A,600887,"伊利股份",A大盘,trend,1.61,-4.87,4.71,-0.90,14,true,
W1,A,002594,"比亚迪",A大盘,trend5,8.22,-11.53,8.45,-1.03,6,true,
W1,A,600030,"中信证券",A大盘,trend3,-11.29,-13.52,13.10,-1.11,4,true,
W2,A,300750,"宁德时代",A大盘,trend,64.28,36.27,14.49,2.29,14,true,
W1,A,600030,"中信证券",A大盘,trend5,-11.29,-8.00,7.56,-0.61,4,true,
W2,A,600887,"伊利股份",A大盘,trend2,1.61,-0.56,1.01,-0.22,4,true,
W1,A,002594,"比亚迪",A大盘,trend6,8.22,-11.53,8.45,-1.03,6,true,
W2,A,600887,"伊利股份",A大盘,trend3,1.61,-7.33,6.40,-1.45,4,true,
W2,A,300750,"宁德时代",A大盘,trend2,64.28,34.13,3.99,2.32,8,true,
W1,A,600030,"中信证券",A大盘,trend6,-11.29,-8.00,7.56,-0.61,4,true,
W2,A,300750,"宁德时代",A大盘,trend3,64.28,24.80,9.05,1.70,6,true,
W2,A,002594,"比亚迪",A大盘,trend,-12.35,-3.25,6.56,-0.40,8,true,
W2,A,600887,"伊利股份",A大盘,trend5,1.61,-4.09,3.73,-1.12,4,true,
W2,A,002594,"比亚迪",A大盘,trend2,-12.35,-7.53,3.55,-1.38,10,true,
W2,A,600030,"中信证券",A大盘,trend,14.33,9.07,8.52,1.17,8,true,
W2,A,300750,"宁德时代",A大盘,trend5,64.28,33.07,0.00,2.28,4,true,
W2,A,600030,"中信证券",A大盘,trend2,14.33,1.91,3.66,0.46,4,true,
W2,A,600887,"伊利股份",A大盘,trend6,1.61,-0.76,3.90,-0.20,4,true,
W2,A,002594,"比亚迪",A大盘,trend3,-12.35,-8.17,8.17,-1.63,2,true,
W3,A,600887,"伊利股份",A大盘,trend,-1.36,2.63,3.89,0.82,6,true,
W2,A,300750,"宁德时代",A大盘,trend6,64.28,33.07,0.00,2.28,4,true,
W2,A,600030,"中信证券",A大盘,trend3,14.33,12.30,0.00,1.39,2,true,
W3,A,300750,"宁德时代",A大盘,trend,1.46,-12.93,6.93,-1.92,12,true,
W2,A,002594,"比亚迪",A大盘,trend5,-12.35,-8.17,8.17,-1.63,2,true,
W3,A,600887,"伊利股份",A大盘,trend2,-1.36,-1.80,1.74,-0.97,6,true,
W2,A,002594,"比亚迪",A大盘,trend6,-12.35,-5.73,5.73,-1.19,2,true,
W2,A,600030,"中信证券",A大盘,trend5,14.33,5.61,0.00,0.78,2,true,
W3,A,300750,"宁德时代",A大盘,trend2,1.46,0.00,0.00,0.00,0,true,
W2,A,600030,"中信证券",A大盘,trend6,14.33,1.77,2.00,0.35,4,true,
W3,A,600887,"伊利股份",A大盘,trend3,-1.36,-6.52,6.52,-1.70,2,true,
W3,A,002594,"比亚迪",A大盘,trend,-5.54,1.94,6.98,0.34,8,true,
W3,A,600887,"伊利股份",A大盘,trend5,-1.36,-9.49,6.09,-2.75,4,true,
W3,A,300750,"宁德时代",A大盘,trend3,1.46,-9.81,9.20,-0.76,4,true,
W3,A,600030,"中信证券",A大盘,trend,-16.61,-4.67,2.76,-1.14,6,true,
W3,A,300750,"宁德时代",A大盘,trend5,1.46,-18.36,8.86,-2.71,6,true,
W3,A,002594,"比亚迪",A大盘,trend2,-5.54,-1.36,1.75,-0.18,10,true,
W3,A,600887,"伊利股份",A大盘,trend6,-1.36,-3.63,2.34,-1.76,4,true,
W3,A,002594,"比亚迪",A大盘,trend3,-5.54,-4.63,4.63,-1.42,2,true,
W3,A,600030,"中信证券",A大盘,trend2,-16.61,-4.67,2.07,-1.58,10,true,
W3,A,300750,"宁德时代",A大盘,trend6,1.46,-17.13,8.78,-2.65,6,true,
W3,A,600030,"中信证券",A大盘,trend3,-16.61,-5.60,5.60,-2.06,2,true,
W4,A,600887,"伊利股份",A大盘,trend,-9.61,-1.07,1.07,-2.23,2,true,
W3,A,002594,"比亚迪",A大盘,trend5,-5.54,-4.63,4.63,-1.42,2,true,
W4,A,600887,"伊利股份",A大盘,trend2,-9.61,-1.32,2.17,-0.84,6,true,
W4,A,300750,"宁德时代",A大盘,trend,8.96,-10.60,6.25,-1.54,14,true,
W3,A,600030,"中信证券",A大盘,trend5,-16.61,0.00,0.00,0.00,0,true,
W4,A,300750,"宁德时代",A大盘,trend2,8.96,-14.82,5.92,-2.94,8,true,
W3,A,002594,"比亚迪",A大盘,trend6,-5.54,-4.63,4.63,-1.42,2,true,
W4,A,600887,"伊利股份",A大盘,trend3,-9.61,0.00,0.00,0.00,0,true,
W4,A,002594,"比亚迪",A大盘,trend,-10.98,4.72,9.25,0.82,6,true,
W3,A,600030,"中信证券",A大盘,trend6,-16.61,0.00,0.00,0.00,0,true,
W4,A,300750,"宁德时代",A大盘,trend3,8.96,2.52,0.00,0.36,2,true,
W4,A,600030,"中信证券",A大盘,trend,-5.65,-1.11,1.79,-0.37,6,true,
W4,A,600887,"伊利股份",A大盘,trend5,-9.61,0.00,0.00,0.00,0,true,
W4,A,002594,"比亚迪",A大盘,trend2,-10.98,2.13,1.75,0.47,4,true,
W4,A,600887,"伊利股份",A大盘,trend6,-9.61,0.00,0.00,0.00,0,true,
W4,A,300750,"宁德时代",A大盘,trend5,8.96,-7.66,7.00,-0.78,4,true,
W4,A,600030,"中信证券",A大盘,trend2,-5.65,-2.09,1.30,-1.56,4,true,
W4,A,300750,"宁德时代",A大盘,trend6,8.96,-4.08,6.54,-0.36,4,true,
W4,A,002594,"比亚迪",A大盘,trend3,-10.98,-7.59,7.59,-1.36,2,true,
W1,A,601899,"紫金矿业",A大盘,trend,-8.93,-6.80,2.91,-1.06,12,true,
W4,A,002594,"比亚迪",A大盘,trend5,-10.98,-8.01,8.01,-2.34,2,true,
W4,A,600030,"中信证券",A大盘,trend3,-5.65,1.03,0.00,0.43,2,true,
W1,A,601088,"中国神华",A大盘,trend,-19.27,-1.64,3.07,-0.36,8,true,
W4,A,600030,"中信证券",A大盘,trend5,-5.65,-2.53,2.53,-1.32,2,true,
W1,A,601899,"紫金矿业",A大盘,trend2,-8.93,-2.61,7.69,-0.27,12,true,
W4,A,002594,"比亚迪",A大盘,trend6,-10.98,-5.56,5.56,-1.80,2,true,
W1,A,601899,"紫金矿业",A大盘,trend3,-8.93,-14.20,12.64,-1.78,6,true,
W1,A,601088,"中国神华",A大盘,trend2,-19.27,-1.21,3.66,-0.33,8,true,
W4,A,600030,"中信证券",A大盘,trend6,-5.65,-2.53,2.53,-1.32,2,true,
W1,A,601088,"中国神华",A大盘,trend3,-19.27,-7.46,7.46,-1.31,2,true,
W1,A,600028,"中国石化",A大盘,trend,-25.76,-12.01,6.59,-2.11,10,true,
W1,A,601899,"紫金矿业",A大盘,trend5,-8.93,2.65,0.00,0.59,2,true,
W1,A,600028,"中国石化",A大盘,trend2,-25.76,-0.99,1.17,-0.71,6,true,
W1,A,002415,"海康威视",A大盘,trend,-15.03,-22.40,13.13,-2.56,16,true,
W1,A,601088,"中国神华",A大盘,trend5,-19.27,-7.46,7.46,-1.31,2,true,
W1,A,002415,"海康威视",A大盘,trend2,-15.03,-15.40,14.13,-2.05,4,true,
W1,A,601899,"紫金矿业",A大盘,trend6,-8.93,2.65,0.00,0.59,2,true,
W1,A,600028,"中国石化",A大盘,trend3,-25.76,-11.83,11.83,-1.77,2,true,
W2,A,601899,"紫金矿业",A大盘,trend,66.33,23.33,5.44,1.76,18,true,
W1,A,601088,"中国神华",A大盘,trend6,-19.27,-6.36,3.50,-1.64,4,true,
W1,A,002415,"海康威视",A大盘,trend3,-15.03,-20.21,8.27,-3.31,6,true,
W2,A,601088,"中国神华",A大盘,trend,7.05,-16.65,5.85,-2.52,32,true,
W1,A,600028,"中国石化",A大盘,trend5,-25.76,-8.53,8.53,-1.32,2,true,
W2,A,601899,"紫金矿业",A大盘,trend2,66.33,7.05,4.50,0.88,4,true,
W1,A,600028,"中国石化",A大盘,trend6,-25.76,-7.78,7.78,-1.23,2,true,
W1,A,002415,"海康威视",A大盘,trend5,-15.03,-7.77,7.15,-1.49,4,true,
W2,A,601088,"中国神华",A大盘,trend2,7.05,0.00,0.00,0.00,0,true,
W1,A,002415,"海康威视",A大盘,trend6,-15.03,-6.02,5.39,-1.16,4,true,
W2,A,601899,"紫金矿业",A大盘,trend3,66.33,62.65,0.00,3.25,2,true,
W2,A,600028,"中国石化",A大盘,trend,-4.29,-7.82,8.83,-1.29,14,true,
W2,A,601899,"紫金矿业",A大盘,trend5,66.33,62.65,0.00,3.25,2,true,
W2,A,601088,"中国神华",A大盘,trend3,7.05,-3.62,2.55,-0.37,4,true,
W2,A,002415,"海康威视",A大盘,trend,5.18,3.76,7.59,0.77,12,true,
